price,size_m2,title,location,link,source,scraped_at
4000,,6 Lote / Terreno en Venta en Centro HistÃ³rico A 0.58 Km de Cumbres del Cimatari,Cumbres del Cimatario,https://www.lamudi.com.mx/detalle/41032-73-8f99a44ea8fa-7108-19424bf-a681-76f4,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
781100,,9 SOFIA CAMPOS - Galanta Bienes RaÃ­ces Lote / Terreno en Venta en Cimatario A 0,Cimatario,https://www.lamudi.com.mx/detalle/41032-73-a2a6b2ae11e5-e9a-19bbf43-9068-7407,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
776100,,12 Galanta Bienes RaÃ­ces - Carolina Noyola Lote / Terreno en Venta en Cimatario,Cimatario,https://www.lamudi.com.mx/detalle/41032-73-2aba8b28fad7-aa31-1980b2c-ab5c-75d8,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
776100,,14 Galanta Bienes RaÃ­ces - TANIA GONZÃLEZ Lote / Terreno en Venta en Cimatario,Cimatario,https://www.lamudi.com.mx/detalle/41032-73-54d8d93f539b-edd8-1948f37-ad50-7e1d,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
738000,,9 Lote / Terreno en Venta en Las Misiones A 0.61 Km de Cumbres del Cimatario Las,Cumbres del Cimatario,https://www.lamudi.com.mx/detalle/41032-73-a9531eb888a6-9ef1-19e8b3a-9405-7288,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
1930000,,19 RE/MAX ADN Lote / Terreno en Venta en Mercurio A 0.66 Km de Cumbres del Cimat,Cumbres del Cimatario,https://www.lamudi.com.mx/detalle/41032-73-3ffc374556ce-9f7c-190e2aa-a15b-7e49,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
14250000,,1 Lote / Terreno en Venta en Centro HistÃ³rico A 0.68 Km de Cumbres del Cimatari,Cumbres del Cimatario,https://www.lamudi.com.mx/detalle/41032-73-dce4546924f1-8471-729f1f4c-a450-32ff,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
2350000,,7 Lote / Terreno en Venta en Centro HistÃ³rico A 0.68 Km de Cumbres del Cimatari,Cumbres del Cimatario,https://www.lamudi.com.mx/detalle/41032-73-7c6f112d3a79-6e5d-19a0d9b-a295-7e80,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
2400000,,11 Lote / Terreno en Venta en Centro HistÃ³rico A 0.68 Km de Cumbres del Cimatar,Cumbres del Cimatario,https://www.lamudi.com.mx/detalle/41032-73-8b5a5425db6a-320f-19a0d77-819e-7488,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
3817730.00,,8 Lote / Terreno en Venta en Centro HistÃ³rico A 0.68 Km de Cumbres del Cimatari,Cumbres del Cimatario,https://www.lamudi.com.mx/detalle/41032-73-c119752411c1-3c4-19a0c4a-af18-762d,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
3800000,,4 Lote / Terreno en Venta en Centro HistÃ³rico A 0.68 Km de Cumbres del Cimatari,Cumbres del Cimatario,https://www.lamudi.com.mx/detalle/41032-73-de99058ae181-2246-199ce84-952d-71c8,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,UNAM - Campus Juriquilla,Querétaro area,https://www.lamudi.com.mx/terreno/for-sale/landmark-la-unam-universidad-autonoma-de-mexico-en-queretaro/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,UAQ - Universidad AutÃ³noma de QuerÃ©taro,Querétaro area,https://www.lamudi.com.mx/terreno/for-sale/landmark-la-uaq-universidad-autonoma-de-queretaro-queretaro/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Universidad CuauhtÃ©moc QuerÃ©taro,Querétaro area,https://www.lamudi.com.mx/terreno/for-sale/landmark-la-universidad-cuauhtemoc-queretaro/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,"TecnolÃ³gico de Monterrey, Campus QuerÃ©taro",Querétaro area,https://www.lamudi.com.mx/terreno/for-sale/landmark-tec-de-monterrey-campus-queretaro-tecnologico-de-monterrey-tec-de-monterrey/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,plaza del parque queretaro,Querétaro area,https://www.lamudi.com.mx/terreno/for-sale/landmark-plaza-del-parque-queretaro/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,La CaÃ±ada,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/la-canada-48/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Huimilpan,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/huimilpan/huimilpan-1/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Centro Sur,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Balcones,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/juriquilla-1/balcones-5/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Santiago de QuerÃ©taro Centro,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/santiago-de-queretaro-centro/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Grand Juriquilla,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/grand-juriquilla/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Del MesÃ³n,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/santiago-de-quertaro/del-mesn/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Colinas del Cimatario,Cimatario,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/colinas-del-cimatario/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,San Pablo,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/santiago-de-quertaro/san-pablo-53/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,El Mirador,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
1000000,,"Terreno Venta por debajo de $ 1,000,000 MXN",Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/price:0-1000000/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
2000000,,"Terreno Venta por debajo de $ 2,000,000 MXN",Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/price:0-2000000/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
3000000,,"Terreno Venta por debajo de $ 3,000,000 MXN",Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/price:0-3000000/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
5000000,,"Terreno Venta por debajo de $ 5,000,000 MXN",Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/price:0-5000000/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,MÃ©rida,Querétaro area,https://www.lamudi.com.mx/yucatan/merida/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Ciudad de MÃ©xico,Querétaro area,https://www.lamudi.com.mx/distrito-federal/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,LeÃ³n,Querétaro area,https://www.lamudi.com.mx/guanajuato/leon/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Puebla,Querétaro area,https://www.lamudi.com.mx/puebla/puebla-1/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Playa del Carmen,Querétaro area,https://www.lamudi.com.mx/quintana-roo/playa-del-carmen/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,San Miguel de Allende,Querétaro area,https://www.lamudi.com.mx/guanajuato/san-miguel-de-allende/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Tijuana,Querétaro area,https://www.lamudi.com.mx/baja-california/tijuana/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Tulum,Querétaro area,https://www.lamudi.com.mx/quintana-roo/tulum-1/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Ãlvaro ObregÃ³n,Querétaro area,https://www.lamudi.com.mx/distrito-federal/alvaro-obregon/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Puerto Vallarta,Querétaro area,https://www.lamudi.com.mx/jalisco/puerto-vallarta/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Los Cabos,Querétaro area,https://www.lamudi.com.mx/baja-california-sur/los-cabos/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Cuajimalpa de Morelos,Querétaro area,https://www.lamudi.com.mx/distrito-federal/cuajimalpa-de-morelos/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,CoyoacÃ¡n,Querétaro area,https://www.lamudi.com.mx/distrito-federal/coyoacan/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Azcapotzalco,Querétaro area,https://www.lamudi.com.mx/distrito-federal/azcapotzalco/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-cimatario/terreno/for-sale/,2026-06-23T01:29:18.463481+00:00
,,Juriquilla,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.919978+00:00
,,Cumbres del Lago,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.919978+00:00
,,Centro Sct QuerÃ©taro,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sct-queretaro/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.919978+00:00
,,Buenavista,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/buenavista-105/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.919978+00:00
,,La Joya,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/la-joya-78/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
,,Montenegro,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/montenegro-4/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
,,La Cruz,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/la-cruz-58/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
,,Vista Hermosa,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/vista-hermosa-93/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
,,Villas del Sur,Querétaro area,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/villas-del-sur-7/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
30000000,,Destacado4,Querétaro area,https://www.lamudi.com.mx/detalle/41032-73-213e97c755c4-ea8e-19d9daa-9ad6-7188,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
1900,,"7 Lote / Terreno en Venta en Aurora Aurora, QuerÃ©taro, QuerÃ©taro Arteaga Terre",Querétaro area,https://www.lamudi.com.mx/detalle/41032-73-938b6f929184-c6ad-19dc368-b9af-7134,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
38911028,,ReciÃ©n publicado26,Querétaro area,https://www.lamudi.com.mx/detalle/41032-73-5b38b0e39f17-d640-19ef240-b6c4-74a5,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
35000000.00,,ReciÃ©n publicado17,Querétaro area,https://www.lamudi.com.mx/detalle/41032-73-b1670313582-2135-19ef241-8744-7e9b,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
2500.00,,ReciÃ©n publicado18,Querétaro area,https://www.lamudi.com.mx/detalle/41032-73-a32107f0c4b8-c08f-19ef240-8667-7e0d,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
3500.00,,ReciÃ©n publicado13,Querétaro area,https://www.lamudi.com.mx/detalle/41032-73-edf2c7a2c6f8-adc4-19ef240-ab05-7296,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
5800.00,,ReciÃ©n publicado19,Querétaro area,https://www.lamudi.com.mx/detalle/41032-73-e1408f37c81d-cc88-19ef240-bd2c-7cc7,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
5800,,ReciÃ©n publicado11,Querétaro area,https://www.lamudi.com.mx/detalle/41032-73-42cfd950c46f-16cd-19ef241-b5fc-78e7,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
19000000,,ReciÃ©n publicado8,Querétaro area,https://www.lamudi.com.mx/detalle/41032-73-1c58b65eb895-971a-19ef240-b183-70e9,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
7000.00,,ReciÃ©n publicado15,Querétaro area,https://www.lamudi.com.mx/detalle/41032-73-2af3d1a5e027-e07d-19ef240-a72e-772b,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
,,Ver mÃ¡s,Querétaro area,https://www.lamudi.com.mx/newdevelopments/search/queretaro-arteaga/queretaro/terreno/for-sale/,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
5114135,,"4 Otilios Inmobiliaria Lote / Terreno en Venta en QuerÃ©taro QuerÃ©taro, QuerÃ©t",Querétaro area,https://www.lamudi.com.mx/detalle/41032-73-f174b120721d-aa55-199ebd0-a2e0-77b4,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
4545000,,"7 Coldwell Banker Centro Lote / Terreno en Venta en Milenio III Milenio III, Que",Querétaro area,https://www.lamudi.com.mx/detalle/41032-73-dfc4781ad95-ae84-192479b-afe8-7214,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
2109259,,"13 Lote / Terreno en Venta en La Vista La Vista, QuerÃ©taro, QuerÃ©taro Arteaga ",Querétaro area,https://www.lamudi.com.mx/detalle/41032-73-b4cebb4ce692-f41-19911b9-ad2e-74ab,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/terreno/for-sale/,2026-06-23T01:29:42.920289+00:00
